sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class,,,,,
6656,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6657,0.0526,0.075,0.0547,0.0962,0.285,0.408,0.4072,0.4171,0.1574,0.0855,6,,,,,
6658,0.0496,0.0677,0.0496,0.0991,0.2885,0.4019,0.4468,0.4193,0.1573,0.0849,6,,,,,
6659,0.0487,0.0638,0.0475,0.0962,0.285,0.408,0.4468,0.4171,0.1574,0.0855,6,,,,,
6660,0.047,0.0652,0.0463,0.0865,0.2902,0.4194,0.4364,0.44,0.1373,0.0682,6,,,,,
6661,0.047,0.0652,0.0463,0.0865,0.2902,0.4194,0.4364,0.44,0.1373,0.0682,6,,,,,
6662,0.048,0.0664,0.0499,0.0962,0.285,0.408,0.4464,0.4171,0.1574,0.0855,6,,,,,
6663,0.0526,0.075,0.0547,0.0962,0.285,0.408,0.4072,0.4171,0.1574,0.0855,6,,,,,
6664,0.0484,0.0653,0.046,0.0867,0.2947,0.4134,0.4352,0.4292,0.1394,0.07,6,,,,,
6665,0.0497,0.0698,0.0476,0.0991,0.2885,0.4019,0.4416,0.4193,0.1573,0.0849,6,,,,,
6666,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6667,0.0476,0.0655,0.0467,0.0867,0.2947,0.4134,0.4428,0.4292,0.1394,0.07,6,,,,,
6668,0.0497,0.0698,0.0476,0.0991,0.2885,0.4019,0.4416,0.4193,0.1573,0.0849,6,,,,,
6669,0.0484,0.0642,0.0447,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6670,0.0496,0.0677,0.0496,0.0991,0.2885,0.4019,0.4468,0.4193,0.1573,0.0849,6,,,,,
6671,0.0507,0.0735,0.0475,0.0925,0.2983,0.4163,0.444,0.4307,0.1517,0.0801,6,,,,,
6672,0.0456,0.0671,0.0473,0.0937,0.3017,0.4233,0.4284,0.4316,0.1468,0.0733,6,,,,,
6673,0.048,0.0664,0.0499,0.0962,0.285,0.408,0.4464,0.4171,0.1574,0.0855,6,,,,,
6674,0.046,0.0669,0.045,0.0925,0.2983,0.4163,0.432,0.4307,0.1517,0.0801,6,,,,,
6675,0.0484,0.0653,0.046,0.0867,0.2947,0.4134,0.4352,0.4292,0.1394,0.07,6,,,,,
6676,0.0507,0.0735,0.0475,0.0925,0.2983,0.4163,0.444,0.4307,0.1517,0.0801,6,,,,,
6677,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6678,0.049,0.0646,0.0449,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6679,0.0484,0.0642,0.0447,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6680,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6681,0.047,0.0652,0.0463,0.0865,0.2902,0.4194,0.4364,0.44,0.1373,0.0682,6,,,,,
6682,0.047,0.0652,0.0463,0.0865,0.2902,0.4194,0.4364,0.44,0.1373,0.0682,6,,,,,
6683,0.049,0.0646,0.0449,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6684,0.0526,0.075,0.0547,0.0962,0.285,0.408,0.4072,0.4171,0.1574,0.0855,6,,,,,
6685,0.0484,0.0642,0.0447,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6686,0.0526,0.075,0.0547,0.0962,0.285,0.408,0.4072,0.4171,0.1574,0.0855,6,,,,,
6687,0.047,0.0652,0.0463,0.0865,0.2902,0.4194,0.4364,0.44,0.1373,0.0682,6,,,,,
6688,0.0497,0.0692,0.0481,0.0937,0.3017,0.4233,0.444,0.4316,0.1468,0.0733,6,,,,,
6689,0.0484,0.0653,0.046,0.0867,0.2947,0.4134,0.4352,0.4292,0.1394,0.07,6,,,,,
6690,0.0526,0.075,0.0547,0.0962,0.285,0.408,0.4072,0.4171,0.1574,0.0855,6,,,,,
6691,0.0507,0.0735,0.0475,0.0925,0.2983,0.4163,0.444,0.4307,0.1517,0.0801,6,,,,,
6692,0.0497,0.0698,0.0476,0.0991,0.2885,0.4019,0.4416,0.4193,0.1573,0.0849,6,,,,,
6693,0.0497,0.0692,0.0481,0.0937,0.3017,0.4233,0.444,0.4316,0.1468,0.0733,6,,,,,
6694,0.0513,0.0717,0.0526,0.0991,0.2885,0.4019,0.4196,0.4193,0.1573,0.0849,6,,,,,
6695,0.047,0.0652,0.0463,0.0865,0.2902,0.4194,0.4364,0.44,0.1373,0.0682,6,,,,,
6696,0.048,0.0664,0.0499,0.0962,0.285,0.408,0.4464,0.4171,0.1574,0.0855,6,,,,,
6697,0.0487,0.0638,0.0475,0.0962,0.285,0.408,0.4468,0.4171,0.1574,0.0855,6,,,,,
6698,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6699,0.0484,0.0642,0.0447,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6700,0.0504,0.0655,0.0465,0.0865,0.2902,0.4194,0.4448,0.44,0.1373,0.0682,6,,,,,
6701,0.0496,0.0677,0.0496,0.0991,0.2885,0.4019,0.4468,0.4193,0.1573,0.0849,6,,,,,
6702,0.0496,0.0677,0.0496,0.0991,0.2885,0.4019,0.4468,0.4193,0.1573,0.0849,6,,,,,
6703,0.0497,0.0698,0.0476,0.0991,0.2885,0.4019,0.4416,0.4193,0.1573,0.0849,6,,,,,
6704,0.0497,0.0698,0.0476,0.0991,0.2885,0.4019,0.4416,0.4193,0.1573,0.0849,6,,,,,
6705,0.0484,0.0642,0.0447,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6706,0.0464,0.0651,0.0461,0.0865,0.2902,0.4194,0.4428,0.44,0.1373,0.0682,6,,,,,
6707,0.0484,0.0653,0.046,0.0867,0.2947,0.4134,0.4352,0.4292,0.1394,0.07,6,,,,,
6708,0.046,0.0669,0.045,0.0925,0.2983,0.4163,0.432,0.4307,0.1517,0.0801,6,,,,,
6709,0.0504,0.0723,0.0501,0.0925,0.2983,0.4163,0.4372,0.4307,0.1517,0.0801,6,,,,,
6710,0.048,0.0664,0.0499,0.0962,0.285,0.408,0.4464,0.4171,0.1574,0.0855,6,,,,,
6711,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6712,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6713,0.0484,0.0642,0.0447,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6714,0.0497,0.0692,0.0481,0.0937,0.3017,0.4233,0.444,0.4316,0.1468,0.0733,6,,,,,
6715,0.0494,0.0659,0.047,0.0865,0.2902,0.4194,0.4468,0.44,0.1373,0.0682,6,,,,,
6716,0.0476,0.0655,0.0467,0.0867,0.2947,0.4134,0.4428,0.4292,0.1394,0.07,6,,,,,
6717,0.0494,0.0659,0.047,0.0865,0.2902,0.4194,0.4468,0.44,0.1373,0.0682,6,,,,,
6718,0.047,0.0652,0.0463,0.0865,0.2902,0.4194,0.4364,0.44,0.1373,0.0682,6,,,,,
6719,0.0456,0.0671,0.0473,0.0937,0.3017,0.4233,0.4284,0.4316,0.1468,0.0733,6,,,,,
6720,0.0476,0.0655,0.0467,0.0867,0.2947,0.4134,0.4428,0.4292,0.1394,0.07,6,,,,,
6721,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6722,0.046,0.0669,0.045,0.0925,0.2983,0.4163,0.432,0.4307,0.1517,0.0801,6,,,,,
6723,0.0496,0.0677,0.0496,0.0991,0.2885,0.4019,0.4468,0.4193,0.1573,0.0849,6,,,,,
6724,0.046,0.0669,0.045,0.0925,0.2983,0.4163,0.432,0.4307,0.1517,0.0801,6,,,,,
6725,0.048,0.0664,0.0499,0.0962,0.285,0.408,0.4464,0.4171,0.1574,0.0855,6,,,,,
6726,0.0484,0.0653,0.046,0.0867,0.2947,0.4134,0.4352,0.4292,0.1394,0.07,6,,,,,
6727,0.0487,0.0681,0.0458,0.0925,0.2983,0.4163,0.422,0.4307,0.1517,0.0801,6,,,,,
6728,0.0497,0.0692,0.0481,0.0937,0.3017,0.4233,0.444,0.4316,0.1468,0.0733,6,,,,,
6729,0.0504,0.0655,0.0465,0.0865,0.2902,0.4194,0.4448,0.44,0.1373,0.0682,6,,,,,
6730,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6731,0.047,0.0652,0.0463,0.0865,0.2902,0.4194,0.4364,0.44,0.1373,0.0682,6,,,,,
6732,0.0494,0.0659,0.047,0.0865,0.2902,0.4194,0.4468,0.44,0.1373,0.0682,6,,,,,
6733,0.049,0.0646,0.0449,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6734,0.049,0.0646,0.0449,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6735,0.048,0.0664,0.0499,0.0962,0.285,0.408,0.4464,0.4171,0.1574,0.0855,6,,,,,
6736,0.047,0.0652,0.0463,0.0865,0.2902,0.4194,0.4364,0.44,0.1373,0.0682,6,,,,,
6737,0.0504,0.0655,0.0465,0.0865,0.2902,0.4194,0.4448,0.44,0.1373,0.0682,6,,,,,
6738,0.0497,0.0692,0.0481,0.0937,0.3017,0.4233,0.444,0.4316,0.1468,0.0733,6,,,,,
6739,0.0504,0.0723,0.0501,0.0925,0.2983,0.4163,0.4372,0.4307,0.1517,0.0801,6,,,,,
6740,0.0523,0.0725,0.0468,0.0937,0.3017,0.4233,0.4448,0.4316,0.1468,0.0733,6,,,,,
6741,0.0497,0.0682,0.0538,0.0991,0.2885,0.4019,0.4252,0.4193,0.1573,0.0849,6,,,,,
6742,0.0497,0.0682,0.0538,0.0991,0.2885,0.4019,0.4252,0.4193,0.1573,0.0849,6,,,,,
6743,0.049,0.0646,0.0449,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6744,0.048,0.0664,0.0499,0.0962,0.285,0.408,0.4464,0.4171,0.1574,0.0855,6,,,,,
6745,0.0487,0.0681,0.0458,0.0925,0.2983,0.4163,0.422,0.4307,0.1517,0.0801,6,,,,,
6746,0.0484,0.0642,0.0447,0.0867,0.2947,0.4134,0.4408,0.4292,0.1394,0.07,6,,,,,
6747,0.0511,0.0658,0.047,0.0937,0.3017,0.4233,0.436,0.4316,0.1468,0.0733,6,,,,,
6748,0.046,0.0669,0.045,0.0925,0.2983,0.4163,0.432,0.4307,0.1517,0.0801,6,,,,,
6749,0.0484,0.0653,0.046,0.0867,0.2947,0.4134,0.4352,0.4292,0.1394,0.07,6,,,,,
6750,0.0504,0.0655,0.0465,0.0865,0.2902,0.4194,0.4448,0.44,0.1373,0.0682,6,,,,,
6751,0.0661,0.0955,0.0828,0.1296,0.1943,0.206,0.221,0.2081,0.1593,0.1143,6,,,,,
6752,0.0814,0.1138,0.1182,0.1458,0.1948,0.2064,0.2186,0.2096,0.1858,0.1538,6,,,,,
6753,0.067,0.0995,0.0871,0.1458,0.1948,0.2064,0.2196,0.2096,0.1858,0.1538,6,,,,,
6754,0.0781,0.1076,0.1046,0.1406,0.2002,0.2053,0.2144,0.2116,0.1764,0.1396,6,,,,,
6755,0.063,0.0968,0.082,0.136,0.1987,0.2115,0.2272,0.2165,0.1743,0.1259,6,,,,,
6756,0.0679,0.0962,0.0834,0.1386,0.1996,0.2074,0.221,0.2198,0.1893,0.1453,6,,,,,
6757,0.0627,0.0963,0.08,0.1296,0.1943,0.206,0.2294,0.2081,0.1593,0.1143,6,,,,,
6758,0.0578,0.0931,0.076,0.136,0.1987,0.2115,0.227,0.2165,0.1743,0.1259,6,,,,,
6759,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6760,0.0627,0.0963,0.08,0.1296,0.1943,0.206,0.2294,0.2081,0.1593,0.1143,6,,,,,
6761,0.0661,0.0955,0.0828,0.1296,0.1943,0.206,0.221,0.2081,0.1593,0.1143,6,,,,,
6762,0.0647,0.097,0.0849,0.1296,0.1943,0.206,0.2194,0.2081,0.1593,0.1143,6,,,,,
6763,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6764,0.0578,0.0931,0.076,0.136,0.1987,0.2115,0.227,0.2165,0.1743,0.1259,6,,,,,
6765,0.0824,0.1088,0.1074,0.1406,0.2002,0.2053,0.218,0.2116,0.1764,0.1396,6,,,,,
6766,0.0781,0.1076,0.1046,0.1406,0.2002,0.2053,0.2144,0.2116,0.1764,0.1396,6,,,,,
6767,0.0805,0.1112,0.1152,0.1458,0.1948,0.2064,0.2118,0.2096,0.1858,0.1538,6,,,,,
6768,0.0557,0.093,0.0839,0.136,0.1987,0.2115,0.2184,0.2165,0.1743,0.1259,6,,,,,
6769,0.0824,0.1088,0.1074,0.1406,0.2002,0.2053,0.218,0.2116,0.1764,0.1396,6,,,,,
6770,0.067,0.0995,0.0871,0.1458,0.1948,0.2064,0.2196,0.2096,0.1858,0.1538,6,,,,,
6771,0.063,0.0968,0.0904,0.1386,0.1996,0.2074,0.2166,0.2198,0.1893,0.1453,6,,,,,
6772,0.0578,0.0931,0.076,0.136,0.1987,0.2115,0.227,0.2165,0.1743,0.1259,6,,,,,
6773,0.0647,0.097,0.0849,0.1296,0.1943,0.206,0.2194,0.2081,0.1593,0.1143,6,,,,,
6774,0.063,0.0968,0.082,0.136,0.1987,0.2115,0.2272,0.2165,0.1743,0.1259,6,,,,,
6775,0.0557,0.093,0.0839,0.136,0.1987,0.2115,0.2184,0.2165,0.1743,0.1259,6,,,,,
6776,0.0661,0.0955,0.0828,0.1296,0.1943,0.206,0.221,0.2081,0.1593,0.1143,6,,,,,
6777,0.0661,0.0955,0.0828,0.1296,0.1943,0.206,0.221,0.2081,0.1593,0.1143,6,,,,,
6778,0.0805,0.1112,0.1152,0.1458,0.1948,0.2064,0.2118,0.2096,0.1858,0.1538,6,,,,,
6779,0.063,0.0968,0.0904,0.1386,0.1996,0.2074,0.2166,0.2198,0.1893,0.1453,6,,,,,
6780,0.063,0.0968,0.082,0.136,0.1987,0.2115,0.2272,0.2165,0.1743,0.1259,6,,,,,
6781,0.0651,0.096,0.0833,0.1406,0.2002,0.2053,0.2236,0.2116,0.1764,0.1396,6,,,,,
6782,0.0647,0.097,0.0849,0.1296,0.1943,0.206,0.2194,0.2081,0.1593,0.1143,6,,,,,
6783,0.0665,0.097,0.0808,0.1406,0.2002,0.2053,0.2248,0.2116,0.1764,0.1396,6,,,,,
6784,0.0706,0.0974,0.0873,0.1347,0.1889,0.1997,0.2144,0.2056,0.1752,0.1336,6,,,,,
6785,0.0661,0.0955,0.0828,0.1296,0.1943,0.206,0.221,0.2081,0.1593,0.1143,6,,,,,
6786,0.0716,0.1012,0.0857,0.1458,0.1948,0.2064,0.221,0.2096,0.1858,0.1538,6,,,,,
6787,0.068,0.0992,0.088,0.1347,0.1889,0.1997,0.2094,0.2056,0.1752,0.1336,6,,,,,
6788,0.0716,0.1012,0.0857,0.1458,0.1948,0.2064,0.221,0.2096,0.1858,0.1538,6,,,,,
6789,0.0684,0.0977,0.0859,0.1347,0.1889,0.1997,0.2172,0.2056,0.1752,0.1336,6,,,,,
6790,0.0665,0.097,0.0808,0.1406,0.2002,0.2053,0.2248,0.2116,0.1764,0.1396,6,,,,,
6791,0.067,0.0995,0.0871,0.1458,0.1948,0.2064,0.2196,0.2096,0.1858,0.1538,6,,,,,
6792,0.0715,0.0996,0.0932,0.1386,0.1996,0.2074,0.2244,0.2198,0.1893,0.1453,6,,,,,
6793,0.0651,0.096,0.0833,0.1406,0.2002,0.2053,0.2236,0.2116,0.1764,0.1396,6,,,,,
6794,0.0824,0.1088,0.1074,0.1406,0.2002,0.2053,0.218,0.2116,0.1764,0.1396,6,,,,,
6795,0.0715,0.0996,0.0932,0.1386,0.1996,0.2074,0.2244,0.2198,0.1893,0.1453,6,,,,,
6796,0.0651,0.096,0.0833,0.1406,0.2002,0.2053,0.2236,0.2116,0.1764,0.1396,6,,,,,
6797,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6798,0.063,0.0968,0.0904,0.1386,0.1996,0.2074,0.2166,0.2198,0.1893,0.1453,6,,,,,
6799,0.063,0.0968,0.0904,0.1386,0.1996,0.2074,0.2166,0.2198,0.1893,0.1453,6,,,,,
6800,0.0651,0.096,0.0833,0.1406,0.2002,0.2053,0.2236,0.2116,0.1764,0.1396,6,,,,,
6801,0.0805,0.1112,0.1152,0.1458,0.1948,0.2064,0.2118,0.2096,0.1858,0.1538,6,,,,,
6802,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6803,0.0814,0.1138,0.1182,0.1458,0.1948,0.2064,0.2186,0.2096,0.1858,0.1538,6,,,,,
6804,0.0824,0.1088,0.1074,0.1406,0.2002,0.2053,0.218,0.2116,0.1764,0.1396,6,,,,,
6805,0.0706,0.0974,0.0873,0.1347,0.1889,0.1997,0.2144,0.2056,0.1752,0.1336,6,,,,,
6806,0.0647,0.097,0.0849,0.1296,0.1943,0.206,0.2194,0.2081,0.1593,0.1143,6,,,,,
6807,0.0684,0.0977,0.0859,0.1347,0.1889,0.1997,0.2172,0.2056,0.1752,0.1336,6,,,,,
6808,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6809,0.0669,0.1018,0.0874,0.136,0.1987,0.2115,0.2248,0.2165,0.1743,0.1259,6,,,,,
6810,0.0647,0.096,0.0796,0.1296,0.1943,0.206,0.2322,0.2081,0.1593,0.1143,6,,,,,
6811,0.0824,0.1088,0.1074,0.1406,0.2002,0.2053,0.218,0.2116,0.1764,0.1396,6,,,,,
6812,0.0647,0.097,0.0849,0.1296,0.1943,0.206,0.2194,0.2081,0.1593,0.1143,6,,,,,
6813,0.0647,0.097,0.0849,0.1296,0.1943,0.206,0.2194,0.2081,0.1593,0.1143,6,,,,,
6814,0.0557,0.093,0.0839,0.136,0.1987,0.2115,0.2184,0.2165,0.1743,0.1259,6,,,,,
6815,0.0578,0.0931,0.076,0.136,0.1987,0.2115,0.227,0.2165,0.1743,0.1259,6,,,,,
6816,0.068,0.0992,0.088,0.1347,0.1889,0.1997,0.2094,0.2056,0.1752,0.1336,6,,,,,
6817,0.063,0.0968,0.082,0.136,0.1987,0.2115,0.2272,0.2165,0.1743,0.1259,6,,,,,
6818,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6819,0.063,0.0968,0.0904,0.1386,0.1996,0.2074,0.2166,0.2198,0.1893,0.1453,6,,,,,
6820,0.063,0.0968,0.0904,0.1386,0.1996,0.2074,0.2166,0.2198,0.1893,0.1453,6,,,,,
6821,0.0715,0.0996,0.0932,0.1386,0.1996,0.2074,0.2244,0.2198,0.1893,0.1453,6,,,,,
6822,0.0716,0.1012,0.0857,0.1458,0.1948,0.2064,0.221,0.2096,0.1858,0.1538,6,,,,,
6823,0.0716,0.1012,0.0857,0.1458,0.1948,0.2064,0.221,0.2096,0.1858,0.1538,6,,,,,
6824,0.067,0.0995,0.0871,0.1458,0.1948,0.2064,0.2196,0.2096,0.1858,0.1538,6,,,,,
6825,0.0651,0.096,0.0833,0.1406,0.2002,0.2053,0.2236,0.2116,0.1764,0.1396,6,,,,,
6826,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6827,0.0647,0.096,0.0796,0.1296,0.1943,0.206,0.2322,0.2081,0.1593,0.1143,6,,,,,
6828,0.0814,0.1138,0.1182,0.1458,0.1948,0.2064,0.2186,0.2096,0.1858,0.1538,6,,,,,
6829,0.0684,0.0977,0.0859,0.1347,0.1889,0.1997,0.2172,0.2056,0.1752,0.1336,6,,,,,
6830,0.063,0.0968,0.082,0.136,0.1987,0.2115,0.2272,0.2165,0.1743,0.1259,6,,,,,
6831,0.0805,0.1112,0.1152,0.1458,0.1948,0.2064,0.2118,0.2096,0.1858,0.1538,6,,,,,
6832,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6833,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6834,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6835,0.0651,0.096,0.0833,0.1406,0.2002,0.2053,0.2236,0.2116,0.1764,0.1396,6,,,,,
6836,0.068,0.0992,0.088,0.1347,0.1889,0.1997,0.2094,0.2056,0.1752,0.1336,6,,,,,
6837,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6838,0.063,0.0968,0.082,0.136,0.1987,0.2115,0.2272,0.2165,0.1743,0.1259,6,,,,,
6839,0.0814,0.1138,0.1182,0.1458,0.1948,0.2064,0.2186,0.2096,0.1858,0.1538,6,,,,,
6840,0.0814,0.1138,0.1182,0.1458,0.1948,0.2064,0.2186,0.2096,0.1858,0.1538,6,,,,,
6841,0.0627,0.0963,0.08,0.1296,0.1943,0.206,0.2294,0.2081,0.1593,0.1143,6,,,,,
6842,0.0679,0.0962,0.0834,0.1386,0.1996,0.2074,0.221,0.2198,0.1893,0.1453,6,,,,,
6843,0.0814,0.1138,0.1182,0.1458,0.1948,0.2064,0.2186,0.2096,0.1858,0.1538,6,,,,,
6844,0.0684,0.0977,0.0859,0.1347,0.1889,0.1997,0.2172,0.2056,0.1752,0.1336,6,,,,,
6845,0.0824,0.1088,0.1074,0.1406,0.2002,0.2053,0.218,0.2116,0.1764,0.1396,6,,,,,
6846,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6847,0.063,0.0968,0.082,0.136,0.1987,0.2115,0.2272,0.2165,0.1743,0.1259,6,,,,,
6848,0.0661,0.0955,0.0828,0.1296,0.1943,0.206,0.221,0.2081,0.1593,0.1143,6,,,,,
6849,0.0665,0.097,0.0808,0.1406,0.2002,0.2053,0.2248,0.2116,0.1764,0.1396,6,,,,,
6850,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6851,0.0824,0.1088,0.1074,0.1406,0.2002,0.2053,0.218,0.2116,0.1764,0.1396,6,,,,,
6852,0.063,0.0968,0.082,0.136,0.1987,0.2115,0.2272,0.2165,0.1743,0.1259,6,,,,,
6853,0.0824,0.1088,0.1074,0.1406,0.2002,0.2053,0.218,0.2116,0.1764,0.1396,6,,,,,
6854,0.0715,0.0996,0.0932,0.1386,0.1996,0.2074,0.2244,0.2198,0.1893,0.1453,6,,,,,
6855,0.0578,0.0931,0.076,0.136,0.1987,0.2115,0.227,0.2165,0.1743,0.1259,6,,,,,
6856,0.0715,0.0996,0.0932,0.1386,0.1996,0.2074,0.2244,0.2198,0.1893,0.1453,6,,,,,
6857,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6858,0.0661,0.0955,0.0828,0.1296,0.1943,0.206,0.221,0.2081,0.1593,0.1143,6,,,,,
6859,0.0805,0.1112,0.1152,0.1458,0.1948,0.2064,0.2118,0.2096,0.1858,0.1538,6,,,,,
6860,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6861,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6862,0.0647,0.096,0.0796,0.1296,0.1943,0.206,0.2322,0.2081,0.1593,0.1143,6,,,,,
6863,0.0805,0.1112,0.1152,0.1458,0.1948,0.2064,0.2118,0.2096,0.1858,0.1538,6,,,,,
6864,0.0651,0.096,0.0833,0.1406,0.2002,0.2053,0.2236,0.2116,0.1764,0.1396,6,,,,,
6865,0.0661,0.0955,0.0828,0.1296,0.1943,0.206,0.221,0.2081,0.1593,0.1143,6,,,,,
6866,0.0814,0.1138,0.1182,0.1458,0.1948,0.2064,0.2186,0.2096,0.1858,0.1538,6,,,,,
6867,0.0627,0.0963,0.08,0.1296,0.1943,0.206,0.2294,0.2081,0.1593,0.1143,6,,,,,
6868,0.0669,0.1018,0.0874,0.136,0.1987,0.2115,0.2248,0.2165,0.1743,0.1259,6,,,,,
6869,0.0661,0.0955,0.0828,0.1296,0.1943,0.206,0.221,0.2081,0.1593,0.1143,6,,,,,
6870,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6871,0.063,0.0968,0.082,0.136,0.1987,0.2115,0.2272,0.2165,0.1743,0.1259,6,,,,,
6872,0.063,0.0968,0.0904,0.1386,0.1996,0.2074,0.2166,0.2198,0.1893,0.1453,6,,,,,
6873,0.0716,0.1012,0.0857,0.1458,0.1948,0.2064,0.221,0.2096,0.1858,0.1538,6,,,,,
6874,0.0647,0.097,0.0849,0.1296,0.1943,0.206,0.2194,0.2081,0.1593,0.1143,6,,,,,
6875,0.063,0.0968,0.0904,0.1386,0.1996,0.2074,0.2166,0.2198,0.1893,0.1453,6,,,,,
6876,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6877,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6878,0.0647,0.097,0.0849,0.1296,0.1943,0.206,0.2194,0.2081,0.1593,0.1143,6,,,,,
6879,0.0716,0.1012,0.0857,0.1458,0.1948,0.2064,0.221,0.2096,0.1858,0.1538,6,,,,,
6880,0.0578,0.0931,0.076,0.136,0.1987,0.2115,0.227,0.2165,0.1743,0.1259,6,,,,,
6881,0.068,0.0992,0.088,0.1347,0.1889,0.1997,0.2094,0.2056,0.1752,0.1336,6,,,,,
6882,0.0651,0.096,0.0833,0.1406,0.2002,0.2053,0.2236,0.2116,0.1764,0.1396,6,,,,,
6883,0.0578,0.0931,0.076,0.136,0.1987,0.2115,0.227,0.2165,0.1743,0.1259,6,,,,,
6884,0.0627,0.0963,0.08,0.1296,0.1943,0.206,0.2294,0.2081,0.1593,0.1143,6,,,,,
6885,0.0684,0.0968,0.0854,0.1347,0.1889,0.1997,0.2166,0.2056,0.1752,0.1336,6,,,,,
6886,0.0706,0.0974,0.0873,0.1347,0.1889,0.1997,0.2144,0.2056,0.1752,0.1336,6,,,,,
6887,0.0805,0.1112,0.1152,0.1458,0.1948,0.2064,0.2118,0.2096,0.1858,0.1538,6,,,,,
6888,0.0824,0.1088,0.1074,0.1406,0.2002,0.2053,0.218,0.2116,0.1764,0.1396,6,,,,,
6889,0.0655,0.1009,0.0879,0.1386,0.1996,0.2074,0.2154,0.2198,0.1893,0.1453,6,,,,,
6890,0.0647,0.097,0.0849,0.1296,0.1943,0.206,0.2194,0.2081,0.1593,0.1143,6,,,,,
6891,0.0814,0.1138,0.1182,0.1458,0.1948,0.2064,0.2186,0.2096,0.1858,0.1538,6,,,,,
6892,0.063,0.0968,0.0904,0.1386,0.1996,0.2074,0.2166,0.2198,0.1893,0.1453,6,,,,,
