sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class,,,,,
9185,0.0623,0.0815,0.0601,0.1055,0.2736,0.3464,0.3554,0.3457,0.1531,0.0831,6422,,,,,
9186,0.0644,0.082,0.0541,0.1003,0.2755,0.3379,0.352,0.3442,0.144,0.0748,6422,,,,,
9187,0.0655,0.0819,0.059,0.1009,0.2703,0.3386,0.3254,0.3391,0.1399,0.0713,6422,,,,,
9188,0.0623,0.0798,0.0541,0.1009,0.2703,0.3386,0.3654,0.3391,0.1399,0.0713,6422,,,,,
9189,0.0623,0.0755,0.0524,0.0898,0.278,0.3592,0.3742,0.3628,0.1366,0.0642,6422,,,,,
9190,0.059,0.0816,0.0527,0.1009,0.2703,0.3386,0.3664,0.3391,0.1399,0.0713,6422,,,,,
9191,0.0669,0.0886,0.0661,0.1003,0.2755,0.3379,0.3392,0.3442,0.144,0.0748,6422,,,,,
9192,0.0611,0.0747,0.047,0.091,0.2894,0.3648,0.3798,0.3774,0.135,0.0631,6422,,,,,
9193,0.0601,0.0747,0.0489,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9194,0.0569,0.0709,0.0453,0.091,0.2894,0.3648,0.3884,0.3774,0.135,0.0631,6422,,,,,
9195,0.0611,0.0747,0.047,0.091,0.2894,0.3648,0.3798,0.3774,0.135,0.0631,6422,,,,,
9196,0.0583,0.0725,0.0486,0.091,0.2894,0.3648,0.3884,0.3774,0.135,0.0631,6422,,,,,
9197,0.059,0.0816,0.0527,0.1009,0.2703,0.3386,0.3664,0.3391,0.1399,0.0713,6422,,,,,
9198,0.0623,0.0755,0.0524,0.0898,0.278,0.3592,0.3742,0.3628,0.1366,0.0642,6422,,,,,
9199,0.0652,0.0761,0.0609,0.0977,0.2712,0.3447,0.3442,0.3475,0.1423,0.0719,6422,,,,,
9200,0.0655,0.0819,0.059,0.1009,0.2703,0.3386,0.3254,0.3391,0.1399,0.0713,6422,,,,,
9201,0.0601,0.0747,0.0489,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9202,0.0623,0.0755,0.0524,0.0898,0.278,0.3592,0.3742,0.3628,0.1366,0.0642,6422,,,,,
9203,0.059,0.0816,0.0527,0.1009,0.2703,0.3386,0.3664,0.3391,0.1399,0.0713,6422,,,,,
9204,0.059,0.0816,0.0527,0.1009,0.2703,0.3386,0.3664,0.3391,0.1399,0.0713,6422,,,,,
9205,0.0601,0.0747,0.0489,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9206,0.0669,0.0886,0.0661,0.1003,0.2755,0.3379,0.3392,0.3442,0.144,0.0748,6422,,,,,
9207,0.0583,0.0725,0.0486,0.091,0.2894,0.3648,0.3884,0.3774,0.135,0.0631,6422,,,,,
9208,0.0644,0.082,0.0541,0.1003,0.2755,0.3379,0.352,0.3442,0.144,0.0748,6422,,,,,
9209,0.0601,0.071,0.0453,0.0977,0.2712,0.3447,0.3846,0.3475,0.1423,0.0719,6422,,,,,
9210,0.0638,0.0753,0.0496,0.0898,0.278,0.3592,0.3682,0.3628,0.1366,0.0642,6422,,,,,
9211,0.0605,0.075,0.0504,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9212,0.0623,0.0755,0.0524,0.0898,0.278,0.3592,0.3742,0.3628,0.1366,0.0642,6422,,,,,
9213,0.0623,0.0755,0.0524,0.0898,0.278,0.3592,0.3742,0.3628,0.1366,0.0642,6422,,,,,
9214,0.0652,0.0761,0.0609,0.0977,0.2712,0.3447,0.3442,0.3475,0.1423,0.0719,6422,,,,,
9215,0.0605,0.075,0.0504,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9216,0.0601,0.0747,0.0489,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9217,0.0605,0.075,0.0504,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9218,0.0601,0.0747,0.0489,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9219,0.0601,0.0747,0.0489,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9220,0.0611,0.0747,0.047,0.091,0.2894,0.3648,0.3798,0.3774,0.135,0.0631,6422,,,,,
9221,0.0611,0.0747,0.047,0.091,0.2894,0.3648,0.3798,0.3774,0.135,0.0631,6422,,,,,
9222,0.0646,0.0764,0.0523,0.1003,0.2755,0.3379,0.3672,0.3442,0.144,0.0748,6422,,,,,
9223,0.0601,0.0747,0.0489,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9224,0.0646,0.0764,0.0523,0.1003,0.2755,0.3379,0.3672,0.3442,0.144,0.0748,6422,,,,,
9225,0.0623,0.0798,0.0541,0.1009,0.2703,0.3386,0.3654,0.3391,0.1399,0.0713,6422,,,,,
9226,0.0623,0.0798,0.0541,0.1009,0.2703,0.3386,0.3654,0.3391,0.1399,0.0713,6422,,,,,
9227,0.0607,0.0773,0.0526,0.1003,0.2755,0.3379,0.3662,0.3442,0.144,0.0748,6422,,,,,
9228,0.0655,0.0819,0.059,0.1009,0.2703,0.3386,0.3254,0.3391,0.1399,0.0713,6422,,,,,
9229,0.0646,0.0764,0.0523,0.1003,0.2755,0.3379,0.3672,0.3442,0.144,0.0748,6422,,,,,
9230,0.0623,0.0755,0.0524,0.0898,0.278,0.3592,0.3742,0.3628,0.1366,0.0642,6422,,,,,
9231,0.059,0.0816,0.0527,0.1009,0.2703,0.3386,0.3664,0.3391,0.1399,0.0713,6422,,,,,
9232,0.0646,0.0764,0.0523,0.1003,0.2755,0.3379,0.3672,0.3442,0.144,0.0748,6422,,,,,
9233,0.0607,0.0773,0.0526,0.1003,0.2755,0.3379,0.3662,0.3442,0.144,0.0748,6422,,,,,
9234,0.0601,0.0747,0.0489,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9235,0.0611,0.0747,0.047,0.091,0.2894,0.3648,0.3798,0.3774,0.135,0.0631,6422,,,,,
9236,0.0583,0.0725,0.0486,0.091,0.2894,0.3648,0.3884,0.3774,0.135,0.0631,6422,,,,,
9237,0.0638,0.0753,0.0496,0.0898,0.278,0.3592,0.3682,0.3628,0.1366,0.0642,6422,,,,,
9238,0.0589,0.0742,0.046,0.0977,0.2712,0.3447,0.3862,0.3475,0.1423,0.0719,6422,,,,,
9239,0.0644,0.082,0.0541,0.1003,0.2755,0.3379,0.352,0.3442,0.144,0.0748,6422,,,,,
9240,0.0675,0.0806,0.0576,0.1009,0.2703,0.3386,0.3476,0.3391,0.1399,0.0713,6422,,,,,
9241,0.0594,0.0751,0.0502,0.0898,0.278,0.3592,0.3708,0.3628,0.1366,0.0642,6422,,,,,
9242,0.0583,0.0725,0.0486,0.091,0.2894,0.3648,0.3884,0.3774,0.135,0.0631,6422,,,,,
9243,0.0623,0.0798,0.0541,0.1009,0.2703,0.3386,0.3654,0.3391,0.1399,0.0713,6422,,,,,
9244,0.0601,0.0747,0.0489,0.1055,0.2736,0.3464,0.3732,0.3457,0.1531,0.0831,6422,,,,,
9245,0.0589,0.0742,0.046,0.0977,0.2712,0.3447,0.3862,0.3475,0.1423,0.0719,6422,,,,,
9246,0.0638,0.0753,0.0496,0.0898,0.278,0.3592,0.3682,0.3628,0.1366,0.0642,6422,,,,,
9247,0.0623,0.0798,0.0541,0.1009,0.2703,0.3386,0.3654,0.3391,0.1399,0.0713,6422,,,,,
9248,0.0583,0.0725,0.0486,0.091,0.2894,0.3648,0.3884,0.3774,0.135,0.0631,6422,,,,,
9249,0.0597,0.0733,0.0461,0.091,0.2894,0.3648,0.3848,0.3774,0.135,0.0631,6422,,,,,
9250,0.0583,0.0725,0.0486,0.091,0.2894,0.3648,0.3884,0.3774,0.135,0.0631,6422,,,,,
9251,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9252,0.0394,0.0607,0.042,0.0748,0.2946,0.4091,0.4232,0.4227,0.1406,0.0665,6422,,,,,
9253,0.0417,0.0603,0.0434,0.0963,0.2837,0.3833,0.4156,0.388,0.1647,0.0998,6422,,,,,
9254,0.0444,0.0612,0.0437,0.0993,0.2867,0.3822,0.4324,0.394,0.1707,0.0995,6422,,,,,
9255,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9256,0.0444,0.0629,0.039,0.0993,0.2867,0.3822,0.4252,0.394,0.1707,0.0995,6422,,,,,
9257,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9258,0.0432,0.0611,0.0404,0.081,0.2987,0.4148,0.434,0.4211,0.1426,0.0651,6422,,,,,
9259,0.0427,0.0622,0.0429,0.0805,0.2861,0.3955,0.4016,0.4076,0.1365,0.0609,6422,,,,,
9260,0.0417,0.0603,0.0434,0.0963,0.2837,0.3833,0.4156,0.388,0.1647,0.0998,6422,,,,,
9261,0.0597,0.0807,0.0745,0.0993,0.2867,0.3822,0.3898,0.394,0.1707,0.0995,6422,,,,,
9262,0.0417,0.0603,0.0434,0.0963,0.2837,0.3833,0.4156,0.388,0.1647,0.0998,6422,,,,,
9263,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9264,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9265,0.0394,0.0607,0.042,0.0748,0.2946,0.4091,0.4232,0.4227,0.1406,0.0665,6422,,,,,
9266,0.0399,0.0616,0.0391,0.0963,0.2837,0.3833,0.4224,0.388,0.1647,0.0998,6422,,,,,
9267,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9268,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9269,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9270,0.0444,0.0612,0.0437,0.0993,0.2867,0.3822,0.4324,0.394,0.1707,0.0995,6422,,,,,
9271,0.0399,0.0616,0.0391,0.0963,0.2837,0.3833,0.4224,0.388,0.1647,0.0998,6422,,,,,
9272,0.0437,0.0639,0.0423,0.0748,0.2946,0.4091,0.436,0.4227,0.1406,0.0665,6422,,,,,
9273,0.042,0.0615,0.0415,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9274,0.0629,0.0805,0.0805,0.0993,0.2867,0.3822,0.3774,0.394,0.1707,0.0995,6422,,,,,
9275,0.043,0.0651,0.0415,0.0833,0.2904,0.3921,0.404,0.4106,0.1386,0.0669,6422,,,,,
9276,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9277,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9278,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9279,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9280,0.0394,0.0607,0.042,0.0748,0.2946,0.4091,0.4232,0.4227,0.1406,0.0665,6422,,,,,
9281,0.0444,0.0612,0.0437,0.0993,0.2867,0.3822,0.4324,0.394,0.1707,0.0995,6422,,,,,
9282,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9283,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9284,0.0444,0.0612,0.0437,0.0993,0.2867,0.3822,0.4324,0.394,0.1707,0.0995,6422,,,,,
9285,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9286,0.0444,0.0629,0.039,0.0993,0.2867,0.3822,0.4252,0.394,0.1707,0.0995,6422,,,,,
9287,0.0597,0.0807,0.0745,0.0993,0.2867,0.3822,0.3898,0.394,0.1707,0.0995,6422,,,,,
9288,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9289,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9290,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9291,0.0437,0.0639,0.0423,0.0748,0.2946,0.4091,0.436,0.4227,0.1406,0.0665,6422,,,,,
9292,0.0457,0.0625,0.0425,0.081,0.2987,0.4148,0.4372,0.4211,0.1426,0.0651,6422,,,,,
9293,0.0437,0.0639,0.0423,0.0748,0.2946,0.4091,0.436,0.4227,0.1406,0.0665,6422,,,,,
9294,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9295,0.0421,0.063,0.0429,0.0833,0.2904,0.3921,0.4052,0.4106,0.1386,0.0669,6422,,,,,
9296,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9297,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9298,0.0399,0.0616,0.0391,0.0963,0.2837,0.3833,0.4224,0.388,0.1647,0.0998,6422,,,,,
9299,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9300,0.0427,0.0622,0.0429,0.0805,0.2861,0.3955,0.4016,0.4076,0.1365,0.0609,6422,,,,,
9301,0.042,0.0615,0.0415,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9302,0.0399,0.0616,0.0391,0.0963,0.2837,0.3833,0.4224,0.388,0.1647,0.0998,6422,,,,,
9303,0.0394,0.0607,0.042,0.0748,0.2946,0.4091,0.4232,0.4227,0.1406,0.0665,6422,,,,,
9304,0.062,0.0822,0.0747,0.0963,0.2837,0.3833,0.3632,0.388,0.1647,0.0998,6422,,,,,
9305,0.062,0.0822,0.0747,0.0963,0.2837,0.3833,0.3632,0.388,0.1647,0.0998,6422,,,,,
9306,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9307,0.0437,0.0639,0.0423,0.0748,0.2946,0.4091,0.436,0.4227,0.1406,0.0665,6422,,,,,
9308,0.0421,0.063,0.0429,0.0833,0.2904,0.3921,0.4052,0.4106,0.1386,0.0669,6422,,,,,
9309,0.0417,0.0603,0.0434,0.0963,0.2837,0.3833,0.4156,0.388,0.1647,0.0998,6422,,,,,
9310,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9311,0.062,0.0822,0.0747,0.0963,0.2837,0.3833,0.3632,0.388,0.1647,0.0998,6422,,,,,
9312,0.0444,0.0629,0.039,0.0993,0.2867,0.3822,0.4252,0.394,0.1707,0.0995,6422,,,,,
9313,0.0407,0.062,0.0404,0.0805,0.2861,0.3955,0.4212,0.4076,0.1365,0.0609,6422,,,,,
9314,0.0444,0.0612,0.0437,0.0993,0.2867,0.3822,0.4324,0.394,0.1707,0.0995,6422,,,,,
9315,0.0444,0.0612,0.0437,0.0993,0.2867,0.3822,0.4324,0.394,0.1707,0.0995,6422,,,,,
9316,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9317,0.0427,0.0622,0.0429,0.0805,0.2861,0.3955,0.4016,0.4076,0.1365,0.0609,6422,,,,,
9318,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9319,0.0444,0.0629,0.039,0.0993,0.2867,0.3822,0.4252,0.394,0.1707,0.0995,6422,,,,,
9320,0.0437,0.0639,0.0423,0.0748,0.2946,0.4091,0.436,0.4227,0.1406,0.0665,6422,,,,,
9321,0.0597,0.0807,0.0745,0.0993,0.2867,0.3822,0.3898,0.394,0.1707,0.0995,6422,,,,,
9322,0.0414,0.0661,0.0432,0.0833,0.2904,0.3921,0.4026,0.4106,0.1386,0.0669,6422,,,,,
9323,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9324,0.0407,0.062,0.0404,0.0805,0.2861,0.3955,0.4212,0.4076,0.1365,0.0609,6422,,,,,
9325,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9326,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9327,0.0432,0.0611,0.0404,0.081,0.2987,0.4148,0.434,0.4211,0.1426,0.0651,6422,,,,,
9328,0.0457,0.0625,0.0425,0.081,0.2987,0.4148,0.4372,0.4211,0.1426,0.0651,6422,,,,,
9329,0.0411,0.0618,0.041,0.0833,0.2904,0.3921,0.42,0.4106,0.1386,0.0669,6422,,,,,
9330,0.0421,0.063,0.0429,0.0833,0.2904,0.3921,0.4052,0.4106,0.1386,0.0669,6422,,,,,
9331,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9332,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9333,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9334,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9335,0.0399,0.0616,0.0391,0.0963,0.2837,0.3833,0.4224,0.388,0.1647,0.0998,6422,,,,,
9336,0.0427,0.0622,0.0429,0.0805,0.2861,0.3955,0.4016,0.4076,0.1365,0.0609,6422,,,,,
9337,0.0629,0.0805,0.0805,0.0993,0.2867,0.3822,0.3774,0.394,0.1707,0.0995,6422,,,,,
9338,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9339,0.043,0.0651,0.0415,0.0833,0.2904,0.3921,0.404,0.4106,0.1386,0.0669,6422,,,,,
9340,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9341,0.0629,0.0805,0.0805,0.0993,0.2867,0.3822,0.3774,0.394,0.1707,0.0995,6422,,,,,
9342,0.0437,0.0639,0.0423,0.0748,0.2946,0.4091,0.436,0.4227,0.1406,0.0665,6422,,,,,
9343,0.0407,0.062,0.0404,0.0805,0.2861,0.3955,0.4212,0.4076,0.1365,0.0609,6422,,,,,
9344,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9345,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9346,0.0414,0.0661,0.0432,0.0833,0.2904,0.3921,0.4026,0.4106,0.1386,0.0669,6422,,,,,
9347,0.0399,0.0616,0.0391,0.0963,0.2837,0.3833,0.4224,0.388,0.1647,0.0998,6422,,,,,
9348,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9349,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9350,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9351,0.0427,0.0622,0.0429,0.0805,0.2861,0.3955,0.4016,0.4076,0.1365,0.0609,6422,,,,,
9352,0.0444,0.0612,0.0437,0.0993,0.2867,0.3822,0.4324,0.394,0.1707,0.0995,6422,,,,,
9353,0.0427,0.0622,0.0429,0.0805,0.2861,0.3955,0.4016,0.4076,0.1365,0.0609,6422,,,,,
9354,0.0444,0.0629,0.039,0.0993,0.2867,0.3822,0.4252,0.394,0.1707,0.0995,6422,,,,,
9355,0.0432,0.0611,0.0404,0.081,0.2987,0.4148,0.434,0.4211,0.1426,0.0651,6422,,,,,
9356,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9357,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9358,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9359,0.0432,0.0611,0.0404,0.081,0.2987,0.4148,0.434,0.4211,0.1426,0.0651,6422,,,,,
9360,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9361,0.0532,0.0833,0.0666,0.0963,0.2837,0.3833,0.3618,0.388,0.1647,0.0998,6422,,,,,
9362,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9363,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9364,0.043,0.0651,0.0415,0.0833,0.2904,0.3921,0.404,0.4106,0.1386,0.0669,6422,,,,,
9365,0.0421,0.063,0.0429,0.0833,0.2904,0.3921,0.4052,0.4106,0.1386,0.0669,6422,,,,,
9366,0.0437,0.0639,0.0423,0.0748,0.2946,0.4091,0.436,0.4227,0.1406,0.0665,6422,,,,,
9367,0.0439,0.0611,0.0429,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9368,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9369,0.0437,0.0639,0.0423,0.0748,0.2946,0.4091,0.436,0.4227,0.1406,0.0665,6422,,,,,
9370,0.043,0.0651,0.0415,0.0833,0.2904,0.3921,0.404,0.4106,0.1386,0.0669,6422,,,,,
9371,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9372,0.062,0.0822,0.0747,0.0963,0.2837,0.3833,0.3632,0.388,0.1647,0.0998,6422,,,,,
9373,0.0421,0.063,0.0429,0.0833,0.2904,0.3921,0.4052,0.4106,0.1386,0.0669,6422,,,,,
9374,0.0444,0.0629,0.039,0.0993,0.2867,0.3822,0.4252,0.394,0.1707,0.0995,6422,,,,,
9375,0.0421,0.063,0.0429,0.0833,0.2904,0.3921,0.4052,0.4106,0.1386,0.0669,6422,,,,,
9376,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9377,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9378,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9379,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9380,0.042,0.0615,0.0415,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9381,0.0399,0.0616,0.0391,0.0963,0.2837,0.3833,0.4224,0.388,0.1647,0.0998,6422,,,,,
9382,0.043,0.0651,0.0415,0.0833,0.2904,0.3921,0.404,0.4106,0.1386,0.0669,6422,,,,,
9383,0.062,0.0822,0.0747,0.0963,0.2837,0.3833,0.3632,0.388,0.1647,0.0998,6422,,,,,
9384,0.0394,0.0607,0.042,0.0748,0.2946,0.4091,0.4232,0.4227,0.1406,0.0665,6422,,,,,
9385,0.0399,0.0616,0.0391,0.0963,0.2837,0.3833,0.4224,0.388,0.1647,0.0998,6422,,,,,
9386,0.0394,0.0607,0.042,0.0748,0.2946,0.4091,0.4232,0.4227,0.1406,0.0665,6422,,,,,
9387,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9388,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9389,0.0437,0.0639,0.0423,0.0748,0.2946,0.4091,0.436,0.4227,0.1406,0.0665,6422,,,,,
9390,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9391,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9392,0.0411,0.0618,0.041,0.0833,0.2904,0.3921,0.42,0.4106,0.1386,0.0669,6422,,,,,
9393,0.0421,0.063,0.0429,0.0833,0.2904,0.3921,0.4052,0.4106,0.1386,0.0669,6422,,,,,
9394,0.0411,0.0618,0.041,0.0833,0.2904,0.3921,0.42,0.4106,0.1386,0.0669,6422,,,,,
9395,0.0597,0.0807,0.0745,0.0993,0.2867,0.3822,0.3898,0.394,0.1707,0.0995,6422,,,,,
9396,0.043,0.0651,0.0415,0.0833,0.2904,0.3921,0.404,0.4106,0.1386,0.0669,6422,,,,,
9397,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9398,0.042,0.0613,0.0423,0.0805,0.2861,0.3955,0.4116,0.4076,0.1365,0.0609,6422,,,,,
9399,0.042,0.0615,0.0415,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9400,0.0407,0.062,0.0404,0.0805,0.2861,0.3955,0.4212,0.4076,0.1365,0.0609,6422,,,,,
9401,0.0414,0.0661,0.0432,0.0833,0.2904,0.3921,0.4026,0.4106,0.1386,0.0669,6422,,,,,
9402,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9403,0.0444,0.0629,0.039,0.0993,0.2867,0.3822,0.4252,0.394,0.1707,0.0995,6422,,,,,
9404,0.0457,0.0625,0.0425,0.081,0.2987,0.4148,0.4372,0.4211,0.1426,0.0651,6422,,,,,
9405,0.0425,0.0611,0.0409,0.081,0.2987,0.4148,0.4284,0.4211,0.1426,0.0651,6422,,,,,
9406,0.0442,0.0597,0.0416,0.081,0.2987,0.4148,0.4408,0.4211,0.1426,0.0651,6422,,,,,
9407,0.0407,0.062,0.0404,0.0805,0.2861,0.3955,0.4212,0.4076,0.1365,0.0609,6422,,,,,
9408,0.042,0.0615,0.0415,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9409,0.062,0.0822,0.0747,0.0963,0.2837,0.3833,0.3632,0.388,0.1647,0.0998,6422,,,,,
9410,0.0406,0.0627,0.0418,0.0805,0.2861,0.3955,0.3908,0.4076,0.1365,0.0609,6422,,,,,
9411,0.0444,0.0629,0.039,0.0993,0.2867,0.3822,0.4252,0.394,0.1707,0.0995,6422,,,,,
9412,0.042,0.0615,0.0415,0.0748,0.2946,0.4091,0.4296,0.4227,0.1406,0.0665,6422,,,,,
9413,0.0407,0.062,0.0404,0.0805,0.2861,0.3955,0.4212,0.4076,0.1365,0.0609,6422,,,,,
9414,0.0407,0.062,0.0404,0.0805,0.2861,0.3955,0.4212,0.4076,0.1365,0.0609,6422,,,,,
9415,0.0444,0.0629,0.039,0.0993,0.2867,0.3822,0.4252,0.394,0.1707,0.0995,6422,,,,,
9416,0.0414,0.0661,0.0432,0.0833,0.2904,0.3921,0.4026,0.4106,0.1386,0.0669,6422,,,,,
