sn,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,class,,,,,
3856,0.0568,0.0839,0.067,0.1098,0.1795,0.1919,0.2033,0.2033,0.1545,0.106, FSD,,,,,
3857,0.0625,0.0907,0.0724,0.1182,0.1849,0.1991,0.2072,0.1993,0.1644,0.1169, FSD,,,,,
3858,0.0717,0.0971,0.0921,0.1224,0.1748,0.1807,0.195,0.1891,0.1599,0.1195, FSD,,,,,
3859,0.0565,0.0868,0.0662,0.1234,0.2004,0.2181,0.2355,0.2313,0.1648,0.113, FSD,,,,,
3860,0.0568,0.0839,0.067,0.1098,0.1795,0.1919,0.2033,0.2033,0.1545,0.106, FSD,,,,,
3861,0.0603,0.0861,0.0666,0.1169,0.1779,0.1876,0.2098,0.1983,0.1644,0.119, FSD,,,,,
3862,0.0616,0.0896,0.0811,0.121,0.1859,0.1937,0.2082,0.1998,0.1663,0.1222, FSD,,,,,
3863,0.0565,0.0868,0.0662,0.1234,0.2004,0.2181,0.2355,0.2313,0.1648,0.113, FSD,,,,,
3864,0.0547,0.0808,0.0579,0.1119,0.1947,0.2045,0.205,0.2069,0.1656,0.127, FSD,,,,,
3865,0.0562,0.0801,0.0588,0.1169,0.1779,0.1876,0.2026,0.1983,0.1644,0.119, FSD,,,,,
3866,0.0509,0.0761,0.0555,0.105,0.1934,0.2096,0.1979,0.2034,0.1444,0.0919, FSD,,,,,
3867,0.0564,0.0823,0.0641,0.1079,0.1757,0.1881,0.1947,0.1885,0.1527,0.1036, FSD,,,,,
3868,0.0529,0.0796,0.0653,0.1098,0.1795,0.1919,0.2181,0.2033,0.1545,0.106, FSD,,,,,
3869,0.0578,0.0848,0.063,0.1079,0.1757,0.1881,0.2046,0.1885,0.1527,0.1036, FSD,,,,,
3870,0.0678,0.0996,0.0913,0.1224,0.1748,0.1807,0.1936,0.1891,0.1599,0.1195, FSD,,,,,
3871,0.0565,0.0824,0.0632,0.1098,0.1795,0.1919,0.21,0.2033,0.1545,0.106, FSD,,,,,
3872,0.0568,0.0839,0.067,0.1098,0.1795,0.1919,0.2033,0.2033,0.1545,0.106, FSD,,,,,
3873,0.0553,0.0812,0.0595,0.105,0.1934,0.2096,0.1945,0.2034,0.1444,0.0919, FSD,,,,,
3874,0.0578,0.0848,0.063,0.1079,0.1757,0.1881,0.2046,0.1885,0.1527,0.1036, FSD,,,,,
3875,0.0568,0.0839,0.067,0.1098,0.1795,0.1919,0.2033,0.2033,0.1545,0.106, FSD,,,,,
3876,0.0634,0.0871,0.0756,0.121,0.1859,0.1937,0.2116,0.1998,0.1663,0.1222, FSD,,,,,
3877,0.0573,0.0893,0.0715,0.1182,0.1849,0.1991,0.2092,0.1993,0.1644,0.1169, FSD,,,,,
3878,0.0552,0.0791,0.0672,0.1169,0.1779,0.1876,0.1972,0.1983,0.1644,0.119, FSD,,,,,
3879,0.0601,0.0848,0.066,0.1228,0.1951,0.2091,0.226,0.2168,0.1661,0.1198, FSD,,,,,
3880,0.0582,0.0852,0.0649,0.121,0.1859,0.1937,0.2094,0.1998,0.1663,0.1222, FSD,,,,,
3881,0.0529,0.0801,0.0622,0.1079,0.1757,0.1881,0.1986,0.1885,0.1527,0.1036, FSD,,,,,
3882,0.0582,0.0875,0.077,0.1234,0.2004,0.2181,0.2194,0.2313,0.1648,0.113, FSD,,,,,
3883,0.0616,0.0896,0.0811,0.121,0.1859,0.1937,0.2082,0.1998,0.1663,0.1222, FSD,,,,,
3884,0.0578,0.0848,0.063,0.1079,0.1757,0.1881,0.2046,0.1885,0.1527,0.1036, FSD,,,,,
3885,0.0522,0.0821,0.0667,0.1182,0.1849,0.1991,0.2051,0.1993,0.1644,0.1169, FSD,,,,,
3886,0.057,0.087,0.0661,0.1182,0.1849,0.1991,0.204,0.1993,0.1644,0.1169, FSD,,,,,
3887,0.0522,0.0797,0.0617,0.105,0.1934,0.2096,0.2099,0.2034,0.1444,0.0919, FSD,,,,,
3888,0.0565,0.0868,0.0662,0.1234,0.2004,0.2181,0.2355,0.2313,0.1648,0.113, FSD,,,,,
3889,0.0569,0.0834,0.0648,0.1098,0.1795,0.1919,0.2139,0.2033,0.1545,0.106, FSD,,,,,
3890,0.0628,0.0846,0.0703,0.1228,0.1951,0.2091,0.2044,0.2168,0.1661,0.1198, FSD,,,,,
3891,0.0509,0.0761,0.0555,0.105,0.1934,0.2096,0.1979,0.2034,0.1444,0.0919, FSD,,,,,
3892,0.0565,0.0824,0.0632,0.1098,0.1795,0.1919,0.21,0.2033,0.1545,0.106, FSD,,,,,
3893,0.0719,0.099,0.0952,0.1301,0.1919,0.2059,0.238,0.215,0.1675,0.1261, FSD,,,,,
3894,0.0603,0.0861,0.0666,0.1169,0.1779,0.1876,0.2098,0.1983,0.1644,0.119, FSD,,,,,
3895,0.0553,0.0812,0.0595,0.105,0.1934,0.2096,0.1945,0.2034,0.1444,0.0919, FSD,,,,,
3896,0.0573,0.0893,0.0715,0.1182,0.1849,0.1991,0.2092,0.1993,0.1644,0.1169, FSD,,,,,
3897,0.0568,0.0839,0.067,0.1098,0.1795,0.1919,0.2033,0.2033,0.1545,0.106, FSD,,,,,
3898,0.0616,0.0896,0.0811,0.121,0.1859,0.1937,0.2082,0.1998,0.1663,0.1222, FSD,,,,,
3899,0.0562,0.0801,0.0588,0.1169,0.1779,0.1876,0.2026,0.1983,0.1644,0.119, FSD,,,,,
3900,0.0678,0.0996,0.0913,0.1224,0.1748,0.1807,0.1936,0.1891,0.1599,0.1195, FSD,,,,,
3901,0.0573,0.0893,0.0715,0.1182,0.1849,0.1991,0.2092,0.1993,0.1644,0.1169, FSD,,,,,
3902,0.0569,0.0834,0.0683,0.1228,0.1951,0.2091,0.2044,0.2168,0.1661,0.1198, FSD,,,,,
3903,0.0505,0.0796,0.0604,0.105,0.1934,0.2096,0.1947,0.2034,0.1444,0.0919, FSD,,,,,
3904,0.0522,0.0821,0.0667,0.1182,0.1849,0.1991,0.2051,0.1993,0.1644,0.1169, FSD,,,,,
3905,0.0578,0.0848,0.063,0.1079,0.1757,0.1881,0.2046,0.1885,0.1527,0.1036, FSD,,,,,
3906,0.0533,0.0825,0.0655,0.1234,0.2004,0.2181,0.2083,0.2313,0.1648,0.113, FSD,,,,,
3907,0.0616,0.0896,0.0811,0.121,0.1859,0.1937,0.2082,0.1998,0.1663,0.1222, FSD,,,,,
3908,0.0547,0.0808,0.0579,0.1119,0.1947,0.2045,0.205,0.2069,0.1656,0.127, FSD,,,,,
3909,0.0634,0.0871,0.0756,0.121,0.1859,0.1937,0.2116,0.1998,0.1663,0.1222, FSD,,,,,
3910,0.0562,0.0801,0.0588,0.1169,0.1779,0.1876,0.2026,0.1983,0.1644,0.119, FSD,,,,,
3911,0.0529,0.0801,0.0622,0.1079,0.1757,0.1881,0.1986,0.1885,0.1527,0.1036, FSD,,,,,
3912,0.0582,0.0852,0.0649,0.121,0.1859,0.1937,0.2094,0.1998,0.1663,0.1222, FSD,,,,,
3913,0.0616,0.0896,0.0811,0.121,0.1859,0.1937,0.2082,0.1998,0.1663,0.1222, FSD,,,,,
3914,0.0717,0.0971,0.0921,0.1224,0.1748,0.1807,0.195,0.1891,0.1599,0.1195, FSD,,,,,
3915,0.0692,0.0972,0.0908,0.128,0.1723,0.1872,0.1979,0.1912,0.164,0.1238, FSD,,,,,
3916,0.0533,0.0825,0.0655,0.1234,0.2004,0.2181,0.2083,0.2313,0.1648,0.113, FSD,,,,,
3917,0.0625,0.0907,0.0724,0.1182,0.1849,0.1991,0.2072,0.1993,0.1644,0.1169, FSD,,,,,
3918,0.0536,0.0875,0.0667,0.1169,0.1779,0.1876,0.2098,0.1983,0.1644,0.119, FSD,,,,,
3919,0.054,0.0808,0.0612,0.1079,0.1757,0.1881,0.2051,0.1885,0.1527,0.1036, FSD,,,,,
3920,0.0581,0.0855,0.0758,0.1228,0.1951,0.2091,0.2193,0.2168,0.1661,0.1198, FSD,,,,,
3921,0.0565,0.0868,0.0662,0.1234,0.2004,0.2181,0.2355,0.2313,0.1648,0.113, FSD,,,,,
3922,0.0505,0.0796,0.0604,0.105,0.1934,0.2096,0.1947,0.2034,0.1444,0.0919, FSD,,,,,
3923,0.0614,0.0874,0.0747,0.121,0.1859,0.1937,0.2106,0.1998,0.1663,0.1222, FSD,,,,,
3924,0.0628,0.0846,0.0703,0.1228,0.1951,0.2091,0.2044,0.2168,0.1661,0.1198, FSD,,,,,
3925,0.0678,0.0996,0.0913,0.1224,0.1748,0.1807,0.1936,0.1891,0.1599,0.1195, FSD,,,,,
3926,0.0642,0.0886,0.0775,0.1234,0.2004,0.2181,0.2392,0.2313,0.1648,0.113, FSD,,,,,
3927,0.0533,0.0825,0.0655,0.1234,0.2004,0.2181,0.2083,0.2313,0.1648,0.113, FSD,,,,,
3928,0.0628,0.0846,0.0703,0.1228,0.1951,0.2091,0.2044,0.2168,0.1661,0.1198, FSD,,,,,
3929,0.0603,0.0861,0.0666,0.1169,0.1779,0.1876,0.2098,0.1983,0.1644,0.119, FSD,,,,,
3930,0.0533,0.0825,0.0655,0.1234,0.2004,0.2181,0.2083,0.2313,0.1648,0.113, FSD,,,,,
3931,0.0552,0.0791,0.0672,0.1169,0.1779,0.1876,0.1972,0.1983,0.1644,0.119, FSD,,,,,
3932,0.0529,0.0801,0.0622,0.1079,0.1757,0.1881,0.1986,0.1885,0.1527,0.1036, FSD,,,,,
3933,0.0678,0.0996,0.0913,0.1224,0.1748,0.1807,0.1936,0.1891,0.1599,0.1195, FSD,,,,,
3934,0.0616,0.0896,0.0811,0.121,0.1859,0.1937,0.2082,0.1998,0.1663,0.1222, FSD,,,,,
3935,0.0522,0.0821,0.0667,0.1182,0.1849,0.1991,0.2051,0.1993,0.1644,0.1169, FSD,,,,,
3936,0.0616,0.0896,0.0811,0.121,0.1859,0.1937,0.2082,0.1998,0.1663,0.1222, FSD,,,,,
3937,0.0564,0.0823,0.0641,0.1079,0.1757,0.1881,0.1947,0.1885,0.1527,0.1036, FSD,,,,,
3938,0.0601,0.0848,0.066,0.1228,0.1951,0.2091,0.226,0.2168,0.1661,0.1198, FSD,,,,,
3939,0.0678,0.0996,0.0913,0.1224,0.1748,0.1807,0.1936,0.1891,0.1599,0.1195, FSD,,,,,
3940,0.0569,0.0834,0.0648,0.1098,0.1795,0.1919,0.2139,0.2033,0.1545,0.106, FSD,,,,,
3941,0.0719,0.099,0.0952,0.1301,0.1919,0.2059,0.238,0.215,0.1675,0.1261, FSD,,,,,
3942,0.0539,0.0816,0.0725,0.1119,0.1947,0.2045,0.1969,0.2069,0.1656,0.127, FSD,,,,,
3943,0.0509,0.0761,0.0555,0.105,0.1934,0.2096,0.1979,0.2034,0.1444,0.0919, FSD,,,,,
3944,0.0614,0.0874,0.0747,0.121,0.1859,0.1937,0.2106,0.1998,0.1663,0.1222, FSD,,,,,
3945,0.0578,0.0848,0.063,0.1079,0.1757,0.1881,0.2046,0.1885,0.1527,0.1036, FSD,,,,,
3946,0.0614,0.0874,0.0747,0.121,0.1859,0.1937,0.2106,0.1998,0.1663,0.1222, FSD,,,,,
3947,0.0539,0.0816,0.0725,0.1119,0.1947,0.2045,0.1969,0.2069,0.1656,0.127, FSD,,,,,
3948,0.0582,0.0875,0.077,0.1234,0.2004,0.2181,0.2194,0.2313,0.1648,0.113, FSD,,,,,
3949,0.0522,0.0821,0.0667,0.1182,0.1849,0.1991,0.2051,0.1993,0.1644,0.1169, FSD,,,,,
3950,0.0562,0.0801,0.0588,0.1169,0.1779,0.1876,0.2026,0.1983,0.1644,0.119, FSD,,,,,
3951,0.0565,0.0824,0.0632,0.1098,0.1795,0.1919,0.21,0.2033,0.1545,0.106, FSD,,,,,
3952,0.0569,0.0834,0.0683,0.1228,0.1951,0.2091,0.2044,0.2168,0.1661,0.1198, FSD,,,,,
3953,0.0569,0.0834,0.0648,0.1098,0.1795,0.1919,0.2139,0.2033,0.1545,0.106, FSD,,,,,
3954,0.0634,0.0871,0.0756,0.121,0.1859,0.1937,0.2116,0.1998,0.1663,0.1222, FSD,,,,,
3955,0.0522,0.0821,0.0667,0.1182,0.1849,0.1991,0.2051,0.1993,0.1644,0.1169, FSD,,,,,
3956,0.054,0.0808,0.0612,0.1079,0.1757,0.1881,0.2051,0.1885,0.1527,0.1036, FSD,,,,,
3957,0.0603,0.0861,0.0666,0.1169,0.1779,0.1876,0.2098,0.1983,0.1644,0.119, FSD,,,,,
3958,0.0582,0.0875,0.077,0.1234,0.2004,0.2181,0.2194,0.2313,0.1648,0.113, FSD,,,,,
3959,0.0719,0.099,0.0952,0.1301,0.1919,0.2059,0.238,0.215,0.1675,0.1261, FSD,,,,,
3960,0.0569,0.0834,0.0648,0.1098,0.1795,0.1919,0.2139,0.2033,0.1545,0.106, FSD,,,,,
3961,0.0533,0.0825,0.0655,0.1234,0.2004,0.2181,0.2083,0.2313,0.1648,0.113, FSD,,,,,
3962,0.0582,0.0875,0.077,0.1234,0.2004,0.2181,0.2194,0.2313,0.1648,0.113, FSD,,,,,
3963,0.0569,0.0834,0.0683,0.1228,0.1951,0.2091,0.2044,0.2168,0.1661,0.1198, FSD,,,,,
3964,0.0522,0.0797,0.0617,0.105,0.1934,0.2096,0.2099,0.2034,0.1444,0.0919, FSD,,,,,
3965,0.0582,0.0852,0.0649,0.121,0.1859,0.1937,0.2094,0.1998,0.1663,0.1222, FSD,,,,,
3966,0.0625,0.0907,0.0724,0.1182,0.1849,0.1991,0.2072,0.1993,0.1644,0.1169, FSD,,,,,
3967,0.0582,0.0852,0.0649,0.121,0.1859,0.1937,0.2094,0.1998,0.1663,0.1222, FSD,,,,,
3968,0.0562,0.0801,0.0588,0.1169,0.1779,0.1876,0.2026,0.1983,0.1644,0.119, FSD,,,,,
3969,0.054,0.0808,0.0612,0.1079,0.1757,0.1881,0.2051,0.1885,0.1527,0.1036, FSD,,,,,
3970,0.057,0.087,0.0661,0.1182,0.1849,0.1991,0.204,0.1993,0.1644,0.1169, FSD,,,,,
3971,0.0533,0.0825,0.0655,0.1234,0.2004,0.2181,0.2083,0.2313,0.1648,0.113, FSD,,,,,
3972,0.0582,0.0875,0.077,0.1234,0.2004,0.2181,0.2194,0.2313,0.1648,0.113, FSD,,,,,
3973,0.0564,0.0823,0.0641,0.1079,0.1757,0.1881,0.1947,0.1885,0.1527,0.1036, FSD,,,,,
3974,0.063,0.0967,0.0916,0.1301,0.1919,0.2059,0.2083,0.215,0.1675,0.1261, FSD,,,,,
3975,0.0569,0.0834,0.0648,0.1098,0.1795,0.1919,0.2139,0.2033,0.1545,0.106, FSD,,,,,
3976,0.0573,0.0893,0.0715,0.1182,0.1849,0.1991,0.2092,0.1993,0.1644,0.1169, FSD,,,,,
3977,0.0529,0.0801,0.0622,0.1079,0.1757,0.1881,0.1986,0.1885,0.1527,0.1036, FSD,,,,,
3978,0.0509,0.0761,0.0555,0.105,0.1934,0.2096,0.1979,0.2034,0.1444,0.0919, FSD,,,,,
3979,0.0564,0.0823,0.0641,0.1079,0.1757,0.1881,0.1947,0.1885,0.1527,0.1036, FSD,,,,,
3980,0.0582,0.0875,0.077,0.1234,0.2004,0.2181,0.2194,0.2313,0.1648,0.113, FSD,,,,,
3981,0.0717,0.0971,0.0921,0.1224,0.1748,0.1807,0.195,0.1891,0.1599,0.1195, FSD,,,,,
3982,0.0582,0.0852,0.0649,0.121,0.1859,0.1937,0.2094,0.1998,0.1663,0.1222, FSD,,,,,
3983,0.0625,0.0907,0.0724,0.1182,0.1849,0.1991,0.2072,0.1993,0.1644,0.1169, FSD,,,,,
3984,0.0614,0.0874,0.0747,0.121,0.1859,0.1937,0.2106,0.1998,0.1663,0.1222, FSD,,,,,
3985,0.0614,0.0874,0.0747,0.121,0.1859,0.1937,0.2106,0.1998,0.1663,0.1222, FSD,,,,,
3986,0.0614,0.0874,0.0747,0.121,0.1859,0.1937,0.2106,0.1998,0.1663,0.1222, FSD,,,,,
3987,0.0569,0.0834,0.0683,0.1228,0.1951,0.2091,0.2044,0.2168,0.1661,0.1198, FSD,,,,,
3988,0.056,0.0754,0.0567,0.119,0.2365,0.2585,0.2678,0.2678,0.1616,0.1028, FSD,,,,,
3989,0.0553,0.0797,0.0593,0.1119,0.1947,0.2045,0.2153,0.2069,0.1656,0.127, FSD,,,,,
3990,0.0565,0.0868,0.0662,0.1234,0.2004,0.2181,0.2355,0.2313,0.1648,0.113, FSD,,,,,
3991,0.0568,0.0839,0.067,0.1098,0.1795,0.1919,0.2033,0.2033,0.1545,0.106, FSD,,,,,
3992,0.0557,0.086,0.0688,0.119,0.2365,0.2585,0.2944,0.2678,0.1616,0.1028, FSD,,,,,
3993,0.0628,0.0846,0.0703,0.1228,0.1951,0.2091,0.2044,0.2168,0.1661,0.1198, FSD,,,,,
3994,0.0582,0.0852,0.0649,0.121,0.1859,0.1937,0.2094,0.1998,0.1663,0.1222, FSD,,,,,
3995,0.0536,0.0875,0.0667,0.1169,0.1779,0.1876,0.2098,0.1983,0.1644,0.119, FSD,,,,,
3996,0.0522,0.0821,0.0667,0.1182,0.1849,0.1991,0.2051,0.1993,0.1644,0.1169, FSD,,,,,
3997,0.0533,0.0825,0.0655,0.1234,0.2004,0.2181,0.2083,0.2313,0.1648,0.113, FSD,,,,,
3998,0.0569,0.0834,0.0683,0.1228,0.1951,0.2091,0.2044,0.2168,0.1661,0.1198, FSD,,,,,
3999,0.0717,0.0971,0.0921,0.1224,0.1748,0.1807,0.195,0.1891,0.1599,0.1195, FSD,,,,,
4000,0.0565,0.0824,0.0632,0.1098,0.1795,0.1919,0.21,0.2033,0.1545,0.106, FSD,,,,,
4001,0.0803,0.1032,0.0786,0.1191,0.2761,0.3304,0.3588,0.3323,0.1445,0.0786, galaxy,,,,,
4002,0.0905,0.1066,0.0903,0.1245,0.2538,0.2972,0.3042,0.3049,0.1521,0.0916, galaxy,,,,,
4003,0.0898,0.1064,0.0846,0.1189,0.2675,0.3111,0.3416,0.324,0.1404,0.0753, galaxy,,,,,
4004,0.0882,0.1054,0.0825,0.1183,0.264,0.3095,0.3328,0.3137,0.1402,0.0797, galaxy,,,,,
4005,0.0819,0.1032,0.0796,0.1163,0.2642,0.3108,0.3274,0.32,0.1375,0.0745, galaxy,,,,,
4006,0.0866,0.1086,0.085,0.1335,0.2614,0.2988,0.326,0.3088,0.1692,0.1165, galaxy,,,,,
4007,0.0872,0.1036,0.0791,0.1195,0.2691,0.3191,0.3328,0.3239,0.1419,0.0776, galaxy,,,,,
4008,0.0843,0.1046,0.0822,0.1217,0.262,0.2984,0.3122,0.3086,0.1404,0.0792, galaxy,,,,,
4009,0.0883,0.1054,0.0874,0.1369,0.2636,0.3049,0.3328,0.3125,0.1678,0.1087, galaxy,,,,,
4010,0.0872,0.1036,0.0791,0.1195,0.2691,0.3191,0.3328,0.3239,0.1419,0.0776, galaxy,,,,,
4011,0.0822,0.1054,0.079,0.1191,0.2761,0.3304,0.3594,0.3323,0.1445,0.0786, galaxy,,,,,
4012,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776, galaxy,,,,,
4013,0.0845,0.1044,0.0774,0.1164,0.2795,0.332,0.3528,0.3427,0.1422,0.0756, galaxy,,,,,
4014,0.0843,0.1034,0.081,0.1163,0.2642,0.3108,0.319,0.32,0.1375,0.0745, galaxy,,,,,
4015,0.0844,0.104,0.0842,0.1183,0.264,0.3095,0.3194,0.3137,0.1402,0.0797, galaxy,,,,,
4016,0.0898,0.1048,0.0858,0.1222,0.2681,0.3072,0.3194,0.3076,0.1472,0.0819, galaxy,,,,,
4017,0.0898,0.1064,0.0846,0.1189,0.2675,0.3111,0.3416,0.324,0.1404,0.0753, galaxy,,,,,
4018,0.0843,0.1034,0.081,0.1163,0.2642,0.3108,0.319,0.32,0.1375,0.0745, galaxy,,,,,
4019,0.0882,0.1054,0.0825,0.1183,0.264,0.3095,0.3328,0.3137,0.1402,0.0797, galaxy,,,,,
4020,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756, galaxy,,,,,
4021,0.0846,0.1036,0.0847,0.1171,0.2714,0.3255,0.335,0.3279,0.1388,0.0762, galaxy,,,,,
4022,0.0843,0.1046,0.0822,0.1217,0.262,0.2984,0.3122,0.3086,0.1404,0.0792, galaxy,,,,,
4023,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776, galaxy,,,,,
4024,0.0831,0.1028,0.0783,0.1171,0.2714,0.3255,0.3394,0.3279,0.1388,0.0762, galaxy,,,,,
4025,0.0843,0.1034,0.081,0.1163,0.2642,0.3108,0.319,0.32,0.1375,0.0745, galaxy,,,,,
4026,0.0865,0.1028,0.0808,0.1191,0.2761,0.3304,0.3428,0.3323,0.1445,0.0786, galaxy,,,,,
4027,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756, galaxy,,,,,
4028,0.0864,0.1036,0.0852,0.1189,0.2675,0.3111,0.3206,0.324,0.1404,0.0753, galaxy,,,,,
4029,0.0831,0.1028,0.0783,0.1171,0.2714,0.3255,0.3394,0.3279,0.1388,0.0762, galaxy,,,,,
4030,0.0836,0.1028,0.0787,0.1195,0.2691,0.3191,0.3334,0.3239,0.1419,0.0776, galaxy,,,,,
4031,0.0803,0.1032,0.0786,0.1191,0.2761,0.3304,0.3588,0.3323,0.1445,0.0786, galaxy,,,,,
4032,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776, galaxy,,,,,
4033,0.0898,0.1048,0.0858,0.1222,0.2681,0.3072,0.3194,0.3076,0.1472,0.0819, galaxy,,,,,
4034,0.0844,0.1038,0.0824,0.1312,0.2628,0.3101,0.34,0.3119,0.1601,0.1049, galaxy,,,,,
4035,0.0865,0.1028,0.0808,0.1191,0.2761,0.3304,0.3428,0.3323,0.1445,0.0786, galaxy,,,,,
4036,0.0861,0.1042,0.0815,0.1312,0.2628,0.3101,0.3394,0.3119,0.1601,0.1049, galaxy,,,,,
4037,0.0869,0.1046,0.0821,0.1171,0.2714,0.3255,0.347,0.3279,0.1388,0.0762, galaxy,,,,,
4038,0.0861,0.1042,0.0815,0.1312,0.2628,0.3101,0.3394,0.3119,0.1601,0.1049, galaxy,,,,,
4039,0.0844,0.1038,0.0824,0.1312,0.2628,0.3101,0.34,0.3119,0.1601,0.1049, galaxy,,,,,
4040,0.0848,0.104,0.0802,0.1191,0.2761,0.3304,0.3442,0.3323,0.1445,0.0786, galaxy,,,,,
4041,0.0898,0.1064,0.0846,0.1189,0.2675,0.3111,0.3416,0.324,0.1404,0.0753, galaxy,,,,,
4042,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718, galaxy,,,,,
4043,0.0839,0.1032,0.0786,0.1164,0.2795,0.332,0.3538,0.3427,0.1422,0.0756, galaxy,,,,,
4044,0.0882,0.1054,0.0825,0.1183,0.264,0.3095,0.3328,0.3137,0.1402,0.0797, galaxy,,,,,
4045,0.0846,0.1066,0.085,0.1193,0.2703,0.3164,0.3306,0.3224,0.1365,0.0718, galaxy,,,,,
4046,0.0841,0.1048,0.0821,0.1183,0.264,0.3095,0.346,0.3137,0.1402,0.0797, galaxy,,,,,
4047,0.0933,0.1194,0.1078,0.1369,0.2636,0.3049,0.315,0.3125,0.1678,0.1087, galaxy,,,,,
4048,0.0831,0.1028,0.0783,0.1171,0.2714,0.3255,0.3394,0.3279,0.1388,0.0762, galaxy,,,,,
4049,0.0846,0.1036,0.0847,0.1171,0.2714,0.3255,0.335,0.3279,0.1388,0.0762, galaxy,,,,,
4050,0.0861,0.1048,0.0837,0.1189,0.2675,0.3111,0.3454,0.324,0.1404,0.0753, galaxy,,,,,
4051,0.0871,0.1038,0.0846,0.1189,0.2675,0.3111,0.3154,0.324,0.1404,0.0753, galaxy,,,,,
4052,0.0845,0.105,0.0821,0.1164,0.2795,0.332,0.3476,0.3427,0.1422,0.0756, galaxy,,,,,
4053,0.0889,0.1102,0.0982,0.1245,0.2538,0.2972,0.31,0.3049,0.1521,0.0916, galaxy,,,,,
4054,0.0841,0.1048,0.0821,0.1183,0.264,0.3095,0.346,0.3137,0.1402,0.0797, galaxy,,,,,
4055,0.089,0.1088,0.0847,0.1369,0.2636,0.3049,0.3428,0.3125,0.1678,0.1087, galaxy,,,,,
4056,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776, galaxy,,,,,
4057,0.0861,0.1042,0.0815,0.1312,0.2628,0.3101,0.3394,0.3119,0.1601,0.1049, galaxy,,,,,
4058,0.0933,0.1194,0.1078,0.1369,0.2636,0.3049,0.315,0.3125,0.1678,0.1087, galaxy,,,,,
4059,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718, galaxy,,,,,
4060,0.0848,0.104,0.0832,0.1214,0.2643,0.3057,0.3216,0.3084,0.1436,0.0783, galaxy,,,,,
4061,0.0882,0.1054,0.0825,0.1183,0.264,0.3095,0.3328,0.3137,0.1402,0.0797, galaxy,,,,,
4062,0.0842,0.1018,0.0783,0.1171,0.2714,0.3255,0.3488,0.3279,0.1388,0.0762, galaxy,,,,,
4063,0.0839,0.0998,0.0803,0.1195,0.2691,0.3191,0.3564,0.3239,0.1419,0.0776, galaxy,,,,,
4064,0.082,0.1064,0.0844,0.1155,0.2611,0.3038,0.298,0.3069,0.1388,0.0786, galaxy,,,,,
4065,0.0848,0.102,0.0792,0.1195,0.2691,0.3191,0.323,0.3239,0.1419,0.0776, galaxy,,,,,
4066,0.0869,0.1046,0.0821,0.1171,0.2714,0.3255,0.347,0.3279,0.1388,0.0762, galaxy,,,,,
4067,0.0848,0.102,0.0792,0.1195,0.2691,0.3191,0.323,0.3239,0.1419,0.0776, galaxy,,,,,
4068,0.0845,0.1044,0.0774,0.1164,0.2795,0.332,0.3528,0.3427,0.1422,0.0756, galaxy,,,,,
4069,0.0846,0.1066,0.085,0.1193,0.2703,0.3164,0.3306,0.3224,0.1365,0.0718, galaxy,,,,,
4070,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718, galaxy,,,,,
4071,0.08,0.1038,0.0803,0.1193,0.2703,0.3164,0.3332,0.3224,0.1365,0.0718, galaxy,,,,,
4072,0.0861,0.1046,0.0847,0.1245,0.2538,0.2972,0.3396,0.3049,0.1521,0.0916, galaxy,,,,,
4073,0.0861,0.1042,0.0815,0.1312,0.2628,0.3101,0.3394,0.3119,0.1601,0.1049, galaxy,,,,,
4074,0.0861,0.1048,0.0837,0.1189,0.2675,0.3111,0.3454,0.324,0.1404,0.0753, galaxy,,,,,
4075,0.0803,0.1032,0.0786,0.1191,0.2761,0.3304,0.3588,0.3323,0.1445,0.0786, galaxy,,,,,
4076,0.0866,0.1086,0.085,0.1335,0.2614,0.2988,0.326,0.3088,0.1692,0.1165, galaxy,,,,,
4077,0.0865,0.1028,0.0808,0.1191,0.2761,0.3304,0.3428,0.3323,0.1445,0.0786, galaxy,,,,,
4078,0.0905,0.1066,0.0903,0.1245,0.2538,0.2972,0.3042,0.3049,0.1521,0.0916, galaxy,,,,,
4079,0.0844,0.1038,0.0824,0.1312,0.2628,0.3101,0.34,0.3119,0.1601,0.1049, galaxy,,,,,
4080,0.0836,0.1028,0.0787,0.1195,0.2691,0.3191,0.3334,0.3239,0.1419,0.0776, galaxy,,,,,
4081,0.0871,0.1038,0.0846,0.1189,0.2675,0.3111,0.3154,0.324,0.1404,0.0753, galaxy,,,,,
4082,0.0883,0.1054,0.0874,0.1369,0.2636,0.3049,0.3328,0.3125,0.1678,0.1087, galaxy,,,,,
